num,Code,Thickness (mm),xCell,yCell,zCell,Angle (°),Height (mm),Radius (mm),RD,SA (cm^2),SA/VR (1/cm),Porosity,Elastic Modulus (GPa),Yield Strain (-),Yield Stress (MPa),Ultimate Strain (-),Ultimate Stress (MPa),Energy Absorption (MJ/m^3),Plateau Stress (MPa)
368,G,0.3,3,4,3,0,10,5,17.69244084,15.7170648,112.5629283,82.30755916,2.334831362,0.025673096,55.27268662,0.199692726,75.57016101,34.7066983,70.06209679
369,G,0.4,3,4,3,0,10,5,23.58711713,15.7932105,85.19884785,76.41288287,3.316430034,0.025408692,77.63328777,0.199694777,108.7303246,49.19761438,97.3712717
370,G,0.2,4,4,3,0,10,5,10.79717031,14.21340292,166.3587122,89.20282969,1.069866063,0.026783025,26.51451788,0.137773466,35.74624882,16.65558366,33.55357985
371,G,0.3,4,4,3,0,10,5,16.18204767,14.36482006,111.4427466,83.81795233,1.786311681,0.026144161,43.1289965,0.195960963,59.57608453,27.89846171,56.27062333
372,G,0.4,4,4,3,0,10,5,21.55780924,14.50513362,84.45593016,78.44219076,2.592747253,0.025821259,61.76250417,0.195993924,86.81685809,39.85704285,81.98432057
373,G,0.2,3,3,4,0,10,5,11.68509336,15.363109,165.8821737,88.31490664,2.538550504,0.023082584,53.51920445,0.090746653,65.54524332,27.93248135,50.70735173
374,G,0.3,3,3,4,0,10,5,17.52190449,15.26573314,111.5228445,82.47809551,4.051430674,0.022921689,84.76277083,0.107134271,105.8333662,45.28463336,80.7783392
375,G,0.4,3,3,4,0,10,5,23.39759698,15.48383835,84.18470673,76.60240302,5.680624218,0.02285454,118.4668077,0.147446692,149.5325574,63.34257207,115.7147744
376,G,0.2,4,3,4,0,10,5,10.68169363,14.07803845,168.166647,89.31830637,1.927677271,0.023628425,41.6926239,0.095805371,51.49672657,23.28445631,44.95778396
377,G,0.3,4,3,4,0,10,5,16.01636997,14.18689661,113.1486432,83.98363003,3.113533559,0.023381422,66.57177492,0.163881111,84.83923685,35.90170769,68.01820722
378,G,0.4,4,3,4,0,10,5,21.43176715,14.48187297,85.07431704,78.56823285,4.379385788,0.023155948,92.65005865,0.163840616,120.3781762,50.43714023,94.32251251
379,G,0.2,3,4,4,0,10,5,10.62040692,14.07026233,167.2548449,89.37959308,1.89997638,0.022970524,39.84350042,0.074441326,48.71655215,22.16343913,44.60448074
380,G,0.3,3,4,4,0,10,5,15.95210732,14.25113242,113.0648237,84.04789268,3.063458679,0.022789696,63.68837361,0.134998882,81.06458076,36.73363966,72.99309425
381,G,0.4,3,4,4,0,10,5,21.31245411,14.39182692,85.46721128,78.68754589,4.302918347,0.022772874,89.38397997,0.160236263,115.1408225,51.26820473,101.2535746
382,G,0.2,4,4,4,0,10,5,9.717460295,12.46819913,164.0327004,90.28253971,1.28675125,0.026860539,31.98932951,0.078527391,39.58902191,17.83850191,35.52693968
383,G,0.3,4,4,4,0,10,5,14.61153664,12.78241093,110.1973089,85.38846336,2.101042201,0.026415529,51.29805779,0.126704764,66.03637835,29.50681102,57.06190767
384,G,0.4,4,4,4,0,10,5,19.48947659,12.55640574,83.17568889,80.51052341,2.979922956,0.026228836,72.20006459,0.155787051,93.88896279,39.92788228,80.40278308
385,G,0.2,3,3,3,30,10,5,12.88669143,16.61633742,163.8665312,87.11330857,1.834656955,0.028832148,49.22778771,0.105539203,63.7135173,29.1501483,56.30386841
386,G,0.3,3,3,3,30,10,5,19.33327936,16.78313641,109.7743229,80.66672064,2.979546221,0.028797133,79.8432958,0.15767504,105.8147012,47.68975652,90.14570164
387,G,0.4,3,3,3,30,10,5,25.82974466,16.61535395,82.71999258,74.17025534,4.225678201,0.028767752,113.1119074,0.16529963,153.2462712,66.54755617,124.7596098
388,G,0.2,4,3,3,30,10,5,11.75197892,15.50360384,165.9382769,88.24802108,1.404847881,0.028053324,36.60095686,0.111728239,48.73289633,22.98211333,45.39101897
389,G,0.3,4,3,3,30,10,5,17.64470337,15.42140658,111.4137915,82.35529663,2.32252781,0.027780441,59.87579099,0.147340822,81.89345379,38.83516181,77.475774
390,G,0.4,4,3,3,30,10,5,23.55189449,15.74946372,83.84814943,76.44810551,3.326737053,0.027828259,85.92382479,0.165077615,119.8288098,55.44876284,110.8382876
391,G,0.2,3,4,3,30,10,5,11.70687652,15.29639928,167.3972354,88.29312348,1.530740766,0.027357574,38.81587282,0.102878392,53.13496776,24.18990046,47.5244206
392,G,0.3,3,4,3,30,10,5,17.59613881,15.54436607,111.6288067,82.40386119,2.527230194,0.027068543,63.35397946,0.143515182,88.3917464,40.14307316,80.94093243
393,G,0.4,3,4,3,30,10,5,23.48734165,15.73805608,84.18667796,76.51265835,3.620736319,0.02686204,90.01889149,0.171454668,128.2689013,55.9451429,109.4853584
394,G,0.2,4,4,3,30,10,5,10.63861773,14.07563597,166.8114069,89.36138227,1.011379372,0.030059825,28.37912813,0.083854616,36.72377973,17.59655817,34.36764736
395,G,0.3,4,4,3,30,10,5,15.99794981,14.22789172,112.0027938,84.00205019,1.689340346,0.030076114,47.43011172,0.094012946,62.27442252,29.63629418,57.76074603
396,G,0.4,4,4,3,30,10,5,21.36389373,14.3919318,84.85560375,78.63610627,2.441117078,0.03016495,68.75393939,0.127046514,92.24874157,42.45229056,82.70545134
397,G,0.2,3,3,4,30,10,5,11.7159197,15.65752449,166.8029949,88.2840803,2.106844948,0.025521882,49.55695931,0.078697622,62.64665505,27.47935649,56.38126037
398,G,0.3,3,3,4,30,10,5,17.58529938,15.40728429,111.6108548,82.41470062,3.406405669,0.025462854,79.92400049,0.107893467,103.1665386,44.36806258,82.93518074
399,G,0.4,3,3,4,30,10,5,23.46751834,15.79390367,84.32996542,76.53248166,4.804387184,0.025353498,112.1992465,0.142163002,147.875279,61.53024662,113.1008871
400,G,0.2,4,3,4,30,10,5,10.62538206,13.95793421,167.8464733,89.37461794,1.429114942,0.029536431,39.35272468,0.072523975,48.45603784,20.36935533,40.81192671
401,G,0.3,4,3,4,30,10,5,15.96924377,14.19281107,112.511488,84.03075623,2.33246208,0.029447385,64.01998436,0.123420346,82.06636012,35.01382167,67.49042852
402,G,0.4,4,3,4,30,10,5,21.29450834,14.27558988,85.21146552,78.70549166,3.314585976,0.029119488,89.8898738,0.148858893,119.207895,51.11086415,99.17041882
403,G,0.2,3,4,4,30,10,5,10.60387339,13.72344822,166.6996731,89.39612661,1.74367839,0.025328879,40.67806227,0.063439977,50.76015506,21.20097324,41.05824011
404,G,0.3,3,4,4,30,10,5,15.88146982,14.05150163,112.0857309,84.11853018,2.84718862,0.025265536,66.24136971,0.093886948,85.91113124,35.95615106,69.61936531
405,G,0.4,3,4,4,30,10,5,21.2361489,14.29095269,84.27964536,78.7638511,4.045797945,0.0251891,93.81841258,0.123074937,124.1163375,51.61967749,97.78344154
406,G,0.2,4,4,4,30,10,5,9.656773147,12.5277135,164.1315114,90.34322685,1.21758755,0.027685237,31.27402427,0.064783216,38.6124374,17.35007382,35.32555966
407,G,0.3,4,4,4,30,10,5,14.50050183,12.73512816,110.4519848,85.49949817,1.999132775,0.027607088,51.19196838,0.086374545,65.9710146,29.17499289,59.76913735
408,G,0.4,4,4,4,30,10,5,19.33818097,12.9094751,83.96276936,80.66181903,2.855374746,0.027480227,72.75559805,0.132105112,96.76366094,42.66441237,82.21699071
409,G,0.2,3,3,3,60,10,5,12.86963302,16.6872021,165.0039075,87.13036698,1.88723493,0.027013833,47.20698029,0.162576568,63.21791661,28.95046726,57.41055992
410,G,0.3,3,3,3,60,10,5,19.28865159,16.83969383,110.8214854,80.71134841,3.071933119,0.027039516,76.9197189,0.17267158,105.764764,47.28017011,93.77091304
411,G,0.4,3,3,3,60,10,5,25.76235799,16.97142854,83.24740352,74.23764201,4.37142871,0.027047722,109.4943331,0.193081474,152.4557058,66.61859553,130.6967542
412,G,0.2,4,3,3,60,10,5,11.6066884,15.38616205,166.9826487,88.3933116,1.386749037,0.027767738,35.73338553,0.105427814,47.60159263,22.79276108,46.92945885
413,G,0.3,4,3,3,60,10,5,17.48520009,15.04834253,111.728873,82.51479991,2.272649115,0.027567673,58.10635023,0.148646343,80.18246144,38.25500853,78.14711786
414,G,0.4,4,3,3,60,10,5,23.30345717,15.61491747,84.73576543,76.69654283,3.248191467,0.027598235,83.14796705,0.175228906,117.0878687,54.69963908,112.8507397
415,G,0.2,3,4,3,60,10,5,11.74005098,15.26963707,166.8218424,88.25994902,2.061894565,0.02636316,50.23426779,0.078757834,63.25845108,27.42096377,52.91886198
416,G,0.3,3,4,3,60,10,5,17.59392926,15.56426051,111.6783597,82.40607074,3.320410813,0.026328851,80.78177959,0.11051116,104.018836,43.68066756,78.50707522
417,G,0.4,3,4,3,60,10,5,23.4891083,15.59209092,84.31823987,76.5108917,4.669677193,0.026373251,113.8152142,0.149896085,149.6580391,61.89094861,110.858156
418,G,0.2,4,4,3,60,10,5,10.68632791,13.91170828,165.5067685,89.31367209,1.526520479,0.027607994,39.09112691,0.059705722,47.28150803,19.57460199,38.61431549
419,G,0.3,4,4,3,60,10,5,16.01136762,14.17647581,111.4053877,83.98863238,2.487309344,0.027475014,63.36424003,0.081295156,80.25496664,33.630431,63.89487037
420,G,0.4,4,4,3,60,10,5,21.34181396,14.38997639,84.44272871,78.65818604,3.515386558,0.027527416,89.73873422,0.104166031,116.1950494,49.03720285,91.04095327
421,G,0.2,3,3,4,60,10,5,11.83746474,15.49966394,166.1902066,88.16253526,1.573491435,0.027119686,39.52561116,0.175235319,49.92649441,24.30732133,50.02493855
422,G,0.3,3,3,4,60,10,5,17.74929737,15.65879672,111.0493436,82.25070263,2.626329246,0.026865102,65.30394521,0.082541382,85.40166492,40.35155153,83.41272365
423,G,0.4,3,3,4,60,10,5,23.66656983,15.83286501,83.82620891,76.33343017,3.772640138,0.026895951,93.92346327,0.135877109,126.4427469,57.79518584,118.8921979
424,G,0.2,4,3,4,60,10,5,10.74136268,13.89792906,167.337445,89.25863732,1.102379906,0.028224151,28.90897765,0.186677909,37.98326514,18.32231816,37.61540819
425,G,0.3,4,3,4,60,10,5,16.14720489,14.30392282,111.7639033,83.85279511,1.827495733,0.027939774,47.40482602,0.107943535,64.10766914,30.53869209,62.65299598
426,G,0.4,4,3,4,60,10,5,21.51271345,14.58111369,84.59994471,78.48728655,2.621483376,0.027866612,67.80889241,0.115567183,94.42161047,43.96453106,88.60918332
427,G,0.2,3,4,4,60,10,5,10.69838031,14.13081275,167.6548158,89.30161969,1.801697954,0.025312008,42.00119732,0.091372716,52.42862221,22.14810434,43.60120253
428,G,0.3,3,4,4,60,10,5,16.06719777,14.35290244,112.4856962,83.93280223,2.934763409,0.025259893,68.26228391,0.101540947,87.14035088,37.43673029,69.80170048
429,G,0.4,3,4,4,60,10,5,21.44448097,14.54504192,85.2649215,78.55551903,4.151541652,0.025313072,96.78519084,0.11932857,125.2361771,54.18321852,105.8855074
430,G,0.2,4,4,4,60,10,5,9.666188187,12.47538763,164.8879787,90.33381181,1.359557989,0.02576032,32.3035322,0.071078134,40.00962666,17.54294195,35.07522693
431,G,0.3,4,4,4,60,10,5,14.47166615,12.6355041,111.1808537,85.52833385,2.233447413,0.025771261,53.09186226,0.096460366,67.87175902,29.72638415,55.73123166
432,G,0.4,4,4,4,60,10,5,19.32889862,12.78602462,84.0697036,80.67110138,3.177372696,0.025776528,75.54689238,0.1167624,98.20247173,42.03077487,77.29561541
433,G,0.2,3,3,3,0,15,5,12.87657568,25.0795833,163.2994191,87.12342432,1.80177927,0.027923747,46.70886975,0.130342929,60.27380398,27.66494943,56.44428112
434,G,0.3,3,3,3,0,15,5,19.30095161,24.96048935,108.8774548,80.69904839,2.927069708,0.027703945,75.23723989,0.175910981,99.61743934,45.56900584,91.14350369
435,G,0.4,3,3,3,0,15,5,25.80091343,24.90659161,81.78962151,74.19908657,4.160560273,0.027098019,104.4218227,0.194875511,142.6791755,63.88681372,127.7595942
436,G,0.2,4,3,3,0,15,5,11.76792783,22.74491359,165.7386387,88.23207217,1.565751315,0.02399195,34.43392419,0.109705329,47.37529013,21.96779485,44.62162689
437,G,0.3,4,3,3,0,15,5,17.65985262,23.23604893,111.2064209,82.34014738,2.573436468,0.023665032,55.75358225,0.155120786,78.91036744,35.80751421,71.51614168
438,G,0.4,4,3,3,0,15,5,23.56337407,23.27149616,84.17408304,76.43662593,3.673035826,0.023761989,79.93256661,0.197973267,113.3672495,50.73771807,99.25447145
439,G,0.2,3,4,3,0,15,5,11.68532213,23.03577975,166.2083236,88.31467787,1.509275752,0.024253099,33.5860632,0.113532281,45.71932959,21.51130509,42.68934161
440,G,0.3,3,4,3,0,15,5,17.59287854,23.54318593,111.3575729,82.40712146,2.446270842,0.024110076,54.08723497,0.126124978,74.76977598,35.00957189,70.24547059
441,G,0.4,3,4,3,0,15,5,23.46634671,23.51171178,84.10269676,76.53365329,3.467375704,0.024223768,77.05815392,0.177843221,108.3379041,49.77958479,99.79842094
442,G,0.2,4,4,3,0,15,5,10.72110966,20.91941461,166.1616381,89.27889034,1.160976514,0.024557489,26.18871452,0.152660815,35.61068185,16.65007527,34.22253428
443,G,0.3,4,4,3,0,15,5,16.08808111,21.14449998,111.464444,83.91191889,1.937008206,0.023892269,42.40550419,0.142543888,58.94852844,27.63487303,55.90994323
444,G,0.4,4,4,3,0,15,5,21.44215037,21.22892649,83.6575793,78.55784963,2.787998058,0.023692505,60.47866289,0.191719929,86.10697689,40.10747572,80.14657173
445,G,0.2,3,3,4,0,15,5,11.65870874,23.10109115,166.1077696,88.34129126,2.4316665,0.02396645,53.41507963,0.078204521,64.99752992,28.54019704,55.69717864
446,G,0.3,3,3,4,0,15,5,17.4900719,22.91816999,111.4472805,82.5099281,3.897367621,0.023781541,84.89067161,0.103431352,104.7582391,44.75391217,84.42362504
447,G,0.4,3,3,4,0,15,5,23.41305801,23.31356231,83.88825664,76.58694199,5.440291698,0.023634096,117.6957906,0.147609075,147.9127412,62.56224111,116.2117948
448,G,0.2,4,3,4,0,15,5,10.67853657,21.02081531,167.3372969,89.32146343,1.916567238,0.022807678,39.87931304,0.092055647,51.6731242,22.86738554,46.63766122
449,G,0.3,4,3,4,0,15,5,16.02379685,21.42545713,112.2460975,83.97620315,3.097888084,0.022861706,64.62722916,0.132414214,84.45361446,37.38423128,72.80604685
450,G,0.4,4,3,4,0,15,5,21.39133856,21.34392118,84.43357603,78.60866144,4.367154342,0.022894783,91.25074016,0.119805996,118.6891331,51.57937934,101.353076
451,G,0.2,3,4,4,0,15,5,10.63371996,21.25559143,167.7697289,89.36628004,1.786901017,0.024031203,39.36757868,0.079474767,49.87756325,22.16904619,44.38359224
452,G,0.3,3,4,4,0,15,5,15.9692118,21.41025054,113.0508813,84.0307882,2.878956053,0.023925343,63.12210012,0.11984671,81.54619266,36.33763836,70.19424762
453,G,0.4,3,4,4,0,15,5,21.29612563,21.64705475,85.5366522,78.70387437,4.049591083,0.023840122,88.44356504,0.162726498,115.2966475,50.57568049,93.95847435
454,G,0.2,4,4,4,0,15,5,9.716876768,18.75629334,164.1024343,90.28312323,1.369295149,0.0242404,30.4536713,0.071849648,38.61783439,17.63565746,35.55552292
455,G,0.3,4,4,4,0,15,5,14.57681199,18.89483292,110.7052713,85.42318801,2.249806848,0.023799036,49.04361935,0.113444869,64.72857938,28.75452869,57.32630435
456,G,0.4,4,4,4,0,15,5,19.45968153,19.28643005,83.39527714,80.54031847,3.216975281,0.023604472,69.50105099,0.157561334,93.31877868,41.35895226,79.45503576
457,G,0.2,3,3,3,30,15,5,12.88638032,24.81111523,163.3659551,87.11361968,2.164372869,0.024901655,49.56772025,0.102386713,63.92163703,29.32106035,58.04808796
458,G,0.3,3,3,3,30,15,5,19.37099724,25.16370167,109.4157635,80.62900276,3.51160903,0.024895192,80.39896421,0.128939819,105.8464973,48.62847132,95.04470458
459,G,0.4,3,3,3,30,15,5,25.86816164,24.88573865,82.36979953,74.13183836,4.98362442,0.024796502,113.6092028,0.145354366,153.1063975,67.66320865,128.5078999
460,G,0.2,4,3,3,30,15,5,11.77374666,22.98138604,166.2272473,88.22625334,1.543069113,0.025275211,35.9152594,0.08973972,47.59595436,22.57845954,45.03848561
461,G,0.3,4,3,3,30,15,5,17.61018225,23.30954019,111.2581637,82.38981775,2.529485228,0.02552475,59.5055073,0.113751554,80.40547643,37.79892909,76.45830975
462,G,0.4,4,3,3,30,15,5,23.4936201,23.37427867,84.01514117,76.5063799,3.60444614,0.02656581,88.54613851,0.126408768,117.0505371,54.71559032,112.4336771
463,G,0.2,3,4,3,30,15,5,11.71309584,23.24878487,166.6039955,88.28690416,1.737058898,0.024440821,38.98102712,0.180662076,50.99261589,23.39991475,47.95357653
464,G,0.3,3,4,3,30,15,5,17.61743837,23.23514977,110.9752938,82.38256163,2.833148887,0.024887141,64.84267926,0.078333799,83.47557834,38.74857675,79.05455581
465,G,0.4,3,4,3,30,15,5,23.49859078,23.29974917,83.85497318,76.50140922,4.049895047,0.024975195,93.04712861,0.09476018,121.3536008,55.44073219,112.8282787
466,G,0.2,4,4,3,30,15,5,10.62211952,20.77105232,165.8512277,89.37788048,1.220102355,0.024736297,27.74060999,0.085912681,37.28656234,17.07193701,33.78164568
467,G,0.3,4,4,3,30,15,5,15.9850471,21.12512888,111.5557982,84.0149529,2.00683494,0.024863921,45.88411547,0.12507809,63.18361831,28.71896974,56.94964185
468,G,0.4,4,4,3,30,15,5,21.30836594,21.16098623,84.00409938,78.69163406,2.885848157,0.025193202,66.932058,0.132664402,92.54839853,41.38462092,80.82028384
469,G,0.2,3,3,4,30,15,5,11.72693551,22.77469783,166.0524513,88.27306449,2.217641888,0.024756563,50.4659082,0.06316539,60.62668702,27.00819132,53.68164492
470,G,0.3,3,3,4,30,15,5,17.61230778,23.21270251,111.2924613,82.38769222,3.605280202,0.024447594,80.92986445,0.083378943,101.0161236,44.67417001,90.14328158
471,G,0.4,3,3,4,30,15,5,23.49829974,23.4000893,83.93342294,76.50170026,5.081154018,0.024336398,113.4946776,0.117472172,146.2011741,63.59659002,123.8308047
472,G,0.2,4,3,4,30,15,5,10.63038812,20.77880255,167.8297083,89.36961188,1.733506769,0.024312788,38.67936866,0.070753256,48.63699006,21.34048887,41.97906634
473,G,0.3,4,3,4,30,15,5,15.95982154,21.20224318,111.825748,84.04017846,2.808012278,0.024707665,63.76340078,0.101076889,80.61118462,35.30842484,70.83232973
474,G,0.4,4,3,4,30,15,5,21.32404529,21.2938744,84.39727828,78.67595471,3.986230932,0.02463529,90.2294942,0.120024951,116.1803024,51.09642189,100.9467153
475,G,0.2,3,4,4,30,15,5,10.65658007,20.91625177,167.1015579,89.34341993,1.853707273,0.024634156,41.95709944,0.067023961,51.91726803,21.4121954,40.92121166
476,G,0.3,3,4,4,30,15,5,15.96826944,21.04981902,112.0599436,84.03173056,2.993198081,0.024881475,68.48878759,0.096099377,85.42694102,33.46126063,64.21261282
477,G,0.4,3,4,4,30,15,5,21.32845907,21.2802696,84.38950036,78.67154093,4.233460464,0.024711981,96.15027203,0.108742269,122.5840222,43.74134031,89.33288635
478,G,0.2,4,4,4,30,15,5,9.656765508,18.5910189,164.9343191,90.34323449,1.467300687,0.024028678,32.32269477,0.066951323,40.54265083,17.41761509,35.16102424
479,G,0.3,4,4,4,30,15,5,14.480677,19.09390755,110.6017857,85.519323,2.3794948,0.024160074,52.72978123,0.090950608,66.9865614,29.46808831,58.14423909
480,G,0.4,4,4,4,30,15,5,19.33244331,19.06649801,83.07342499,80.66755669,3.381719381,0.024383846,75.69588726,0.113705921,96.65954264,41.74178043,80.8531043
481,G,0.2,3,3,3,60,15,5,12.88209915,24.75898035,163.5458797,87.11790085,2.086382052,0.025668895,49.38235823,0.107421915,64.08397524,29.42194389,57.66639977
482,G,0.3,3,3,3,60,15,5,19.33616657,24.85997741,109.6055093,80.66383343,3.392912985,0.025701396,80.41677559,0.149164232,106.0769163,47.91679987,93.32901301
483,G,0.4,3,3,3,60,15,5,25.77100431,25.25368792,82.49634719,74.22899569,4.831736541,0.025445787,113.2838642,0.158038076,152.8470655,67.18183494,131.1626765
484,G,0.2,4,3,3,60,15,5,11.63991251,23.11582918,166.3732284,88.36008749,1.683420683,0.02334094,35.92578005,0.098430792,47.29244159,22.23101736,44.89286043
485,G,0.3,4,3,3,60,15,5,17.50643065,23.16422406,111.2718381,82.49356935,2.756760586,0.023662751,59.71901771,0.140024773,79.55646259,37.47456004,75.2063262
486,G,0.4,4,3,3,60,15,5,23.37092212,23.26742654,83.82903862,76.62907788,3.945816269,0.023922689,86.50290154,0.140068499,115.1396819,53.77302976,108.7246382
487,G,0.2,3,4,3,60,15,5,11.71840013,22.46006895,166.6429029,88.28159987,2.182832096,0.025414749,51.11046657,0.069561791,62.48223856,26.99869361,51.90314074
488,G,0.3,3,4,3,60,15,5,17.62847458,23.04406794,111.0582176,82.37152542,3.531089675,0.025255361,82.11676554,0.089791505,102.4551781,44.04456606,85.08425313
489,G,0.4,3,4,3,60,15,5,23.5050554,23.47428422,83.76418345,76.4949446,4.973836045,0.025201599,115.400947,0.127745247,147.5437284,58.28197941,115.0078095
490,G,0.2,4,4,3,60,15,5,10.618214,20.78369343,166.4737686,89.381786,1.727832858,0.024149842,38.27122506,0.061927696,47.25491485,20.45909989,40.89674083
491,G,0.3,4,4,3,60,15,5,15.96803654,21.09535372,111.7705492,84.03196346,2.794340137,0.024549596,63.01124081,0.087213039,78.23258901,33.6928616,67.12146372
492,G,0.4,4,4,3,60,15,5,21.3042436,20.97463481,84.31728261,78.6957564,3.960245068,0.024480194,89.02707846,0.098562868,112.4173932,47.72851111,95.3612245
493,G,0.2,3,3,4,60,15,5,11.8180786,23.21758028,166.2165313,88.1819214,1.81985574,0.024520973,40.98492197,0.074560388,52.14592051,24.24746522,48.94810561
494,G,0.3,3,3,4,60,15,5,17.73265531,23.1307236,111.1297401,82.26734469,2.969458696,0.024774457,67.62780891,0.087197852,87.77957975,39.58976814,78.90870882
495,G,0.4,3,3,4,60,15,5,23.63019157,23.32332711,83.80874797,76.36980843,4.224797949,0.024873645,96.63653011,0.108690707,128.00113,56.66445619,113.2097097
496,G,0.2,4,3,4,60,15,5,10.71102426,21.03347855,167.294347,89.28897574,1.264551998,0.024427856,28.36119014,0.068241183,36.78449604,17.65042314,35.52178606
497,G,0.3,4,3,4,60,15,5,16.04833914,21.27128132,111.9770901,83.95166086,2.083135636,0.024329729,46.51585429,0.082145802,62.51614625,29.2296684,58.77832864
498,G,0.4,4,3,4,60,15,5,21.45573163,21.24739631,84.36199299,78.54426837,2.981668386,0.024591267,67.35966665,0.099837414,91.63098643,42.20466273,84.3857937
499,G,0.2,3,4,4,60,15,5,10.67458012,21.14126699,167.6668666,89.32541988,1.869301277,0.024676581,42.38936154,0.058185109,50.49002525,21.39983068,41.64853006
500,G,0.3,3,4,4,60,15,5,16.0472256,21.22346132,112.1395759,83.9527744,3.030269662,0.025028647,69.78300929,0.078430406,85.86390316,36.04217272,71.51720541
501,G,0.4,3,4,4,60,15,5,21.4223795,21.44575416,84.73326687,78.5776205,4.289958918,0.024996435,98.65376114,0.092342138,123.819504,52.41965394,105.4560959
502,G,0.2,4,4,4,60,15,5,9.582220433,18.67441905,164.5607067,90.41777957,1.411939687,0.024492655,31.75827233,0.059453893,39.56562052,18.03137922,37.10348931
503,G,0.3,4,4,4,60,15,5,14.41977898,19.02121859,110.0459688,85.58022102,2.287423761,0.024771624,52.08835278,0.089798212,67.38251541,30.18921255,61.26923894
504,G,0.4,4,4,4,60,15,5,19.24311546,18.89151991,83.33636958,80.75688454,3.245975554,0.025044689,74.8024983,0.110051028,97.14900433,43.09938412,85.64149407
505,G,0.2,3,3,3,0,20,5,12.81069753,33.28718285,162.7275241,87.18930247,2.261653327,0.022612154,46.61754624,0.118198562,59.3325076,26.90756314,53.14408048
506,G,0.3,3,3,3,0,20,5,19.23367925,32.99592897,109.5296923,80.76632075,3.663301212,0.022568449,75.3484242,0.130770922,96.61780926,43.49618391,86.98304012
507,G,0.4,3,3,3,0,20,5,25.72179694,33.41262126,81.97204215,74.27820306,5.184458659,0.022485609,106.2067948,0.144610631,139.9597618,62.27180358,124.8428958
508,G,0.2,4,3,3,0,20,5,11.70788282,30.97889119,166.8558084,88.29211718,1.688287239,0.022491503,34.59554289,0.110635495,47.11796493,21.3754948,42.22586579
509,G,0.3,4,3,3,0,20,5,17.58274353,30.5945643,111.577285,82.41725647,2.76218241,0.022909447,57.75570565,0.106866181,77.14500025,34.7682955,67.97967849
510,G,0.4,4,3,3,0,20,5,23.5051987,30.88984431,84.07691538,76.4948013,3.922331228,0.023113496,82.81412443,0.137037468,110.7416213,49.56452797,97.34490298
511,G,0.2,3,4,3,0,20,5,11.6708113,30.74911306,166.7257135,88.3291887,1.59142225,0.022422983,32.50159033,0.189889729,45.47420182,21.02943783,42.90064078
512,G,0.3,3,4,3,0,20,5,17.55638619,31.20546867,111.6778281,82.44361381,2.596787859,0.022778794,53.95812038,0.113181412,72.74774915,34.05223916,68.51605634
513,G,0.4,3,4,3,0,20,5,23.42388334,31.33566733,84.38301345,76.57611666,3.697957842,0.022933054,77.40955267,0.144618297,104.8663877,48.01282701,95.26847566
514,G,0.2,4,4,3,0,20,5,10.68018605,27.76292427,166.8178001,89.31981395,1.220233798,0.022398369,24.8907793,0.182331634,35.17507569,16.35497882,32.83788608
515,G,0.3,4,4,3,0,20,5,16.02479643,28.04530585,111.3212778,83.97520357,1.995997464,0.022536662,40.99112455,0.110672021,58.2021277,27.24096908,55.22133454
516,G,0.4,4,4,3,0,20,5,21.32517939,28.31097291,83.98869914,78.67482061,2.875814431,0.022889951,60.0756226,0.173544729,87.15227019,38.89187055,76.28109512
517,G,0.2,3,3,4,0,20,5,11.69880644,30.55979369,166.2008594,88.30119356,2.648032815,0.022311366,53.78516466,0.072958672,64.39210208,28.49687623,56.51019075
518,G,0.3,3,3,4,0,20,5,17.51757544,30.61809368,111.0072881,82.48242456,4.234668665,0.022183239,85.46933173,0.083017194,104.2632952,45.55919769,88.02026902
519,G,0.4,3,3,4,0,20,5,23.41647644,30.55115323,82.98724487,76.58352356,5.908662853,0.022150383,119.0618211,0.114459014,147.5616123,64.01883297,119.2062865
520,G,0.2,4,3,4,0,20,5,10.69133316,28.00148134,165.8155649,89.30866684,1.970067366,0.022945835,41.26470547,0.057949483,50.81195431,23.0682673,47.7971426
521,G,0.3,4,3,4,0,20,5,15.9905022,28.22468046,111.7236223,84.0094978,3.176728315,0.022961137,66.5878375,0.100777435,84.38387247,36.74991405,71.49413654
522,G,0.4,4,3,4,0,20,5,21.37947497,28.69891071,84.48384646,78.62052503,4.459302863,0.02284097,92.93619723,0.120945728,118.5826995,50.02163669,95.06697887
523,G,0.2,3,4,4,0,20,5,10.60715383,27.81179111,166.3768031,89.39284617,1.950624635,0.022504362,39.996313,0.124474049,49.13551876,22.19249729,45.28088634
524,G,0.3,3,4,4,0,20,5,15.96031256,28.25562638,111.5800206,84.03968744,3.153347234,0.022422362,64.39879928,0.104369831,80.34668275,34.60360606,66.02915091
525,G,0.4,3,4,4,0,20,5,21.30711647,28.11607799,84.5470316,78.69288353,4.459397681,0.02238357,90.89844457,0.104376817,113.7416194,49.68887517,94.39814614
526,G,0.2,4,4,4,0,20,5,9.717367344,25.05709244,163.9472196,90.28263266,1.42804186,0.023221851,30.30569211,0.195229793,38.62400337,17.59751099,36.23965958
527,G,0.3,4,4,4,0,20,5,14.59880905,25.21234609,109.7960036,85.40119095,2.314865707,0.023444169,49.64037059,0.09448514,64.31713081,28.67700585,57.55607328
528,G,0.4,4,4,4,0,20,5,19.494498,25.31710622,82.74109828,80.505502,3.311618625,0.023429488,70.96629288,0.112130427,91.79008368,41.10651645,80.83999127
