num,Thickness (mm),xCell,yCell,zCell,Angle (°),Height (mm),Radius (mm),RD,SA (cm^2),SA/VR (1/cm),Porosity,Elastic Modulus (GPa),Yield Strain (-),Yield Stress (MPa),Ultimate Strain (-),Ultimate Stress (MPa),Energy Absorption (MJ/m^3),Plateau Stress (MPa)
1141,0.2,3,3,4,60,20,10,14.00231864,149.1596184,169.8864453,85.99768136,2.597894438,0.028067031,67.7193945,0.181495667,84.77832616,36.25077119,70.94979167
1142,0.3,3,3,4,60,20,10,21.01553873,148.3308873,112.0915847,78.98446127,4.194959545,0.026571275,103.0755048,0.16510644,142.3821801,32.60253298,116.6792007
1143,0.4,3,3,4,60,20,10,28.09034329,147.4078784,83.02029725,71.90965671,5.817267763,0.025033294,133.9908406,0.134848332,194.8853758,76.37762765,159.8314733
1144,0.2,4,3,4,60,20,10,12.77830967,137.2087698,170.3621285,87.22169033,1.992426299,0.028433885,52.66756822,0.131105888,65.88308836,30.46753563,61.90893032
1145,0.3,4,3,4,60,20,10,19.17070331,136.9025757,112.479935,80.82929669,3.267794073,0.027461398,83.20260461,0.148768663,108.3433293,49.42862454,100.7654219
1146,0.4,4,3,4,60,20,10,25.54917476,136.1240102,83.86527606,74.45082524,4.678368512,0.026754625,115.8112601,0.153803444,154.8119271,69.34597898,140.3288577
1147,0.2,3,4,4,60,20,10,12.71756645,136.3371552,171.9550761,87.28243355,2.625416338,0.024750012,59.72825392,0.086944985,80.40448441,32.9122045,63.52330331
1148,0.3,3,4,4,60,20,10,19.1035334,136.8815604,113.4656268,80.8964666,4.379656073,0.024386602,98.04561949,0.11211344,132.5525435,48.81332608,96.07778056
1149,0.4,3,4,4,60,20,10,25.47081896,136.2848285,84.52474724,74.52918104,6.469472059,0.023685785,140.2955785,0.134860897,190.0704884,68.57976532,122.3153885
1150,0.2,4,4,4,60,20,10,11.55862366,121.9875362,168.5846844,88.44137634,2.026314881,0.02738092,51.42973538,0.142608762,64.53813053,28.20191216,53.77995127
1151,0.3,4,4,4,60,20,10,17.38844086,121.8106429,111.6943973,82.61155914,3.328202204,0.026575052,81.79074323,0.177931464,105.9094198,45.00194911,85.96391586
1152,0.4,4,4,4,60,20,10,23.19493378,122.3970331,83.51632556,76.80506622,4.71935862,0.025955859,113.0562915,0.194330812,152.3021263,62.95634763,119.8926854
