num,Thickness (mm),xCell,yCell,zCell,Angle (°),Height (mm),Radius (mm),RD,SA (cm^2),SA/VR (1/cm),Porosity,Elastic Modulus (GPa),Yield Strain (-),Yield Stress (MPa),Ultimate Strain (-),Ultimate Stress (MPa),Energy Absorption (MJ/m^3),Plateau Stress (MPa)
978,0.4,4,3,4,30,10,10,25.55322775,68.91465947,84.18617379,74.44677225,4.397850135,0.032674568,134.9021536,0.178235376,183.7749669,74.91060739,143.5614219
979,0.2,3,4,4,30,10,10,12.74791179,68.9216639,172.3017562,87.25208821,2.031737066,0.031750536,60.44526747,0.106957221,77.31910245,32.93987645,61.78508688
980,0.3,3,4,4,30,10,10,19.12258413,68.9740786,113.6706763,80.87741587,3.354835273,0.031827593,100.0666626,0.128603995,128.9463605,54.40381979,101.5919054
981,0.4,3,4,4,30,10,10,25.53260882,68.68580802,85.07216968,74.46739118,4.773690013,0.031863748,142.5602772,0.15152173,186.2585119,75.94288076,137.7744863
982,0.2,4,4,4,30,10,10,11.58784873,60.99485088,169.8367785,88.41215127,1.670837053,0.031982679,50.09617176,0.118367827,63.71632536,28.32583686,55.90463365
983,0.3,4,4,4,30,10,10,17.38685272,62.36748524,113.0933191,82.61314728,2.71279584,0.031776158,80.77663699,0.140023732,105.2594203,45.5116915,87.83085388
984,0.4,4,4,4,30,10,10,23.22425409,61.37463911,84.73966799,76.77574591,3.843855139,0.031633055,113.9051715,0.162916374,152.0885518,64.41580539,124.4930647
985,0.2,3,3,3,60,10,10,15.45455214,80.2996049,167.9698539,84.54544786,2.644182339,0.029800541,73.50969908,0.162640262,101.8832124,44.73947867,88.53384351
986,0.3,3,3,3,60,10,10,23.18528081,80.88441117,111.0777773,76.81471919,4.294680803,0.029694719,118.939976,0.199487734,168.6974098,37.56260783,158.6128247
987,0.4,3,3,3,60,10,10,30.94343486,81.1720112,82.53534002,69.05656514,6.069131801,0.029566265,167.3032953,0.18551333,241.6059234,100.6296177,196.8599172
988,0.2,4,3,3,60,10,10,14.01273065,75.0593521,171.4984488,85.98726935,2.239360119,0.029511372,61.6078701,0.182961249,83.68985015,37.23083347,73.68434509
989,0.3,4,3,3,60,10,10,21.05751195,75.45026257,113.2745185,78.94248805,3.613899576,0.029421474,99.09845219,0.190578616,138.3156656,60.33221436,120.3416629
990,0.4,4,3,3,60,10,10,28.15134127,74.81190839,84.47636951,71.84865873,5.069281987,0.02946447,139.2251421,0.189318419,198.9853701,84.24493715,165.5934701
991,0.2,3,4,3,60,10,10,14.00010121,75.28194464,171.027543,85.99989879,2.073306838,0.038111041,74.86926761,0.138972616,90.6898716,39.31680776,75.56425484
992,0.3,3,4,3,60,10,10,21.07836262,74.62583473,112.9400315,78.92163738,3.399143901,0.037778718,121.6170105,0.164467525,151.7004444,46.90528569,120.2400116
993,0.4,3,4,3,60,10,10,28.1237039,75.28593743,84.35057306,71.8762961,4.807502478,0.037692136,171.5900309,0.163194489,218.623686,88.28385429,162.4746717
994,0.2,4,4,3,60,10,10,12.79569558,68.19694995,170.3295955,87.20430442,1.912120756,0.033049907,59.37117229,0.147672236,76.71820222,32.86130067,64.25806601
995,0.3,4,4,3,60,10,10,19.13919261,68.61976188,113.8888538,80.86080739,3.088976028,0.033058479,95.93889828,0.159129965,127.9872797,53.19832413,102.825025
996,0.4,4,4,3,60,10,10,25.55603992,68.43504932,84.97848791,74.44396008,4.387006602,0.032727282,134.8007899,0.194768977,184.170658,74.57347563,141.4484611
997,0.2,3,3,4,60,10,10,14.04498649,74.72953078,170.9998831,85.95501351,2.190566344,0.029657612,60.58583503,0.129601431,82.34504257,36.94197566,73.60220062
998,0.3,3,3,4,60,10,10,21.08637511,75.47081441,113.4196608,78.91362489,3.595412404,0.029180362,97.72461208,0.168992305,137.2276306,60.51940745,121.5046913
999,0.4,3,3,4,60,10,10,28.11241511,74.69168396,84.6017111,71.88758489,5.081130806,0.029723512,140.8667898,0.157556796,195.3424348,85.47495262,171.7376238
1000,0.2,4,3,4,60,10,10,12.77164886,68.51711449,171.8154523,87.22835114,1.411512237,0.039631995,53.1180219,0.127424502,65.97707361,30.76343978,64.24986718
1001,0.3,4,3,4,60,10,10,19.21173385,68.35071644,113.1546479,80.78826615,2.314210939,0.038478365,84.4186306,0.152914143,109.2731463,49.49319593,100.9422294
1002,0.4,4,3,4,60,10,10,25.54323321,68.57358603,84.98896488,74.45676679,3.287704594,0.038010807,118.3928972,0.165626395,156.9301827,69.51738901,139.4034727
1003,0.2,3,4,4,60,10,10,12.74356795,68.35875708,172.1380615,87.25643205,2.04042388,0.031926956,61.06367529,0.112050748,77.33163844,33.01227096,62.35501364
1004,0.3,3,4,4,60,10,10,19.12835624,68.32405061,113.8188267,80.87164376,3.360797524,0.031896275,100.4753267,0.129876757,129.0584225,54.50503433,101.7059839
1005,0.4,3,4,4,60,10,10,25.56504574,68.07018592,85.43190074,74.43495426,4.797733237,0.03172242,142.6002431,0.133698118,186.5284801,76.3441573,140.3336661
1006,0.2,4,4,4,60,10,10,11.54965668,61.2700501,169.1244061,88.45034332,1.694505515,0.031216923,49.50823666,0.118357682,63.70204464,28.28904987,56.09130425
1007,0.3,4,4,4,60,10,10,17.39642227,61.71699908,112.5232523,82.60357773,2.745700159,0.03111638,79.94484936,0.138752007,105.340128,45.45441743,87.76459691
1008,0.4,4,4,4,60,10,10,23.25479611,61.04946884,84.11543068,76.74520389,3.897260292,0.031009302,113.056802,0.157838488,151.6305948,64.04610719,123.7599117
1009,0.2,3,3,3,0,15,10,15.4096945,122.3641127,166.8595248,84.5903055,3.292828947,0.024202774,73.1099364,0.122179421,104.994878,43.97193147,89.45440179
1010,0.3,3,3,3,0,15,10,23.12528049,120.5391723,110.418221,76.87471951,5.220506368,0.022072527,104.788753,0.193562714,174.267786,71.1018267,145.7949208
1011,0.4,3,3,3,0,15,10,30.86028207,119.6428221,81.91441876,69.13971793,7.261820788,0.021938639,144.790824,0.137793668,239.2027215,96.78700592,198.7858342
1012,0.2,4,3,3,0,15,10,14.04008,112.0533829,169.7788477,85.95992,2.611918935,0.023499904,56.15600539,0.108332626,87.40612195,35.16124236,68.76160323
1013,0.3,4,3,3,0,15,10,21.08244951,111.2508184,111.9721613,78.91755049,4.143261319,0.020909661,78.34766603,0.12255098,136.1572092,55.17231368,109.9476175
1014,0.4,4,3,3,0,15,10,28.13130921,110.9316976,83.08341662,71.86869079,5.902572212,0.025885657,140.9868155,0.161064529,192.1686382,77.16895245,156.3455064
1015,0.2,3,4,3,0,15,10,14.01884595,111.8875917,170.1217372,85.98115405,2.639609308,0.023964501,57.97770125,0.181639242,79.9991154,36.15190196,71.84062717
1016,0.3,3,4,3,0,15,10,21.06096229,110.6578656,112.7613285,78.93903771,4.189437362,0.02372526,91.01661776,0.167761564,127.3935956,57.08619795,115.3867246
1017,0.4,3,4,3,0,15,10,28.12983713,110.5408667,83.71816418,71.87016287,5.841664151,0.023607345,126.2228552,0.181616116,177.9759654,80.14204485,163.0471975
1018,0.2,4,4,3,0,15,10,12.75431534,102.1902183,170.0162217,87.24568466,1.693277994,0.027557846,43.27653788,0.172119157,61.0889442,27.53262055,56.33592769
1019,0.3,4,4,3,0,15,10,19.18145407,102.2811469,112.2620898,80.81854593,2.671404886,0.027504517,68.13289159,0.186046187,97.1947698,43.81215799,91.24825543
1020,0.4,4,4,3,0,15,10,25.5270936,101.5220732,84.08086944,74.4729064,3.710646694,0.027655288,95.1977094,0.197434505,136.5287984,61.69284839,129.6934004
1021,0.2,3,3,4,0,15,10,13.96485496,112.9073896,171.1117087,86.03514504,4.087871618,0.023785045,89.05446808,0.090843868,111.5183965,45.86841905,85.87200531
1022,0.3,3,3,4,0,15,10,20.96428805,112.2693646,113.1038986,79.03571195,6.326032062,0.023701406,137.2837871,0.135021226,172.858881,72.49924416,141.2635463
1023,0.4,3,3,4,0,15,10,28.07730771,111.9847019,83.99396191,71.92269229,8.604324527,0.02366606,186.421813,0.156441498,238.2027958,99.84667606,196.2056548
1024,0.2,4,3,4,0,15,10,12.73126136,102.8351464,170.4686395,87.26873864,2.748179431,0.028387447,72.51743997,0.097475115,89.39812931,37.66547846,70.05361237
1025,0.3,4,3,4,0,15,10,19.14024979,102.1974525,113.3597016,80.85975021,4.293759948,0.027969162,111.5053475,0.111372709,139.2399457,59.32459566,110.8604865
1026,0.4,4,3,4,0,15,10,25.56764215,102.4476541,84.30094523,74.43235785,5.88076241,0.027679572,151.0154627,0.137945859,192.0910165,81.99254538,159.6823476
1027,0.2,3,4,4,0,15,10,12.75596915,103.8502474,171.6442675,87.24403085,2.715936294,0.028040417,70.72411364,0.116390936,90.29007225,37.29246502,68.6987189
1028,0.3,3,4,4,0,15,10,19.10990882,103.0675364,114.1755468,80.89009118,4.355185831,0.027583376,111.4203548,0.098721043,141.6895937,58.40152671,108.8204588
1029,0.4,3,4,4,0,15,10,25.54049834,102.970724,85.40901346,74.45950166,5.959531488,0.027519621,152.0849838,0.101253804,193.3700734,80.96177841,154.1673751
1030,0.2,4,4,4,0,15,10,11.63072235,92.50894893,167.0923512,88.36927765,2.15182988,0.027731061,55.36886505,0.115179157,69.71742747,29.57612078,58.0799424
1031,0.3,4,4,4,0,15,10,17.38880352,93.09217478,112.1541191,82.61119648,3.354552496,0.027172994,84.44413131,0.118969186,108.0283097,46.7593937,92.1422673
1032,0.4,4,4,4,0,15,10,23.2285945,92.04529183,83.93330128,76.7714055,4.580816426,0.027042607,114.7155862,0.141707166,149.0610644,64.82404682,127.9668313
1033,0.2,3,3,3,30,15,10,15.4301378,121.4503662,167.5065675,84.5698622,3.057660325,0.025207925,70.96195006,0.170570978,100.7794833,44.37766029,88.13153417
1034,0.3,3,3,3,30,15,10,23.15562448,120.9779136,110.7219789,76.84437552,4.982198422,0.024970603,114.4441036,0.17436657,166.0460232,71.69534362,141.275188
1035,0.4,3,3,3,30,15,10,30.92743843,120.0254596,82.13443841,69.07256157,7.008811147,0.025065877,161.664375,0.168056663,236.2362772,99.57767198,193.5153461
1036,0.2,4,3,3,30,15,10,14.08026723,111.7978954,168.8830138,85.91973277,2.426433779,0.027085024,60.86714963,0.174613794,83.94112312,36.99353103,72.53212958
1037,0.3,4,3,3,30,15,10,21.05627313,111.899387,112.3778823,78.94372687,3.895130827,0.026776088,96.50610448,0.178401597,137.6348658,59.59369432,117.5104784
1038,0.4,4,3,3,30,15,10,28.14782333,111.348489,83.59575151,71.85217667,5.473282206,0.026625048,134.7798382,0.18472743,196.6721148,83.08672601,162.883246
1039,0.2,3,4,3,30,15,10,14.08298784,111.3968395,170.5958727,85.91701216,2.448172042,0.028294485,64.37342205,0.116231481,81.90215606,36.18895288,71.15259774
1040,0.3,3,4,3,30,15,10,21.13716528,112.0509568,112.4128807,78.86283472,4.097388704,0.025350876,95.67761566,0.176886908,132.2099494,58.58977896,116.6699492
1041,0.4,3,4,3,30,15,10,28.10045606,111.8832965,83.94081921,71.89954394,5.752782817,0.024010037,126.6189607,0.132649716,189.2943624,81.67512855,162.1093469
1042,0.2,4,4,3,30,15,10,12.76412889,102.494248,171.0928169,87.23587111,1.961162957,0.026791879,48.62091543,0.144141531,66.35178575,30.75165238,63.27021292
1043,0.3,4,4,3,30,15,10,19.16591172,102.6729633,113.3705203,80.83408828,3.172469482,0.026561626,77.92100953,0.15296367,108.7160765,49.94820653,102.2809516
1044,0.4,4,4,3,30,15,10,25.57616055,102.1641254,84.54185217,74.42383945,4.477636697,0.026275968,108.6989664,0.158031925,155.1959369,70.06524737,142.3158628
1045,0.2,3,3,4,30,15,10,14.0044327,112.6016938,169.9981967,85.9955673,2.951015335,0.023607491,63.76403753,0.11147155,106.2038896,34.90541559,63.5598031
1046,0.3,3,3,4,30,15,10,21.0560993,112.3609857,111.7701034,78.9439007,4.837047019,0.025668675,114.4864958,0.158486684,178.9048604,54.00280408,99.24134975
1047,0.4,3,3,4,30,15,10,28.11553004,111.1686585,83.64196798,71.88446996,6.64124421,0.027034197,166.2582153,0.178522301,243.0451805,68.43041111,114.8290593
1048,0.2,4,3,4,30,15,10,12.76063136,102.6631243,171.7121292,87.23936864,2.121332982,0.03046673,60.3874141,0.154304695,79.37726445,30.60380942,56.59063873
1049,0.3,4,3,4,30,15,10,19.13978821,101.7144934,113.5007565,80.86021179,3.392779015,0.029992003,94.97068019,0.086292807,127.7648376,50.15119545,96.5801806
1050,0.4,4,3,4,30,15,10,25.56921008,102.5082637,85.05448204,74.43078992,4.987468368,0.027984735,129.5980427,0.177879937,187.9732371,69.81988926,131.5806799
1051,0.2,3,4,4,30,15,10,12.70713826,102.6886217,171.9627027,87.29286174,2.329914921,0.027509721,59.43547873,0.122793174,76.67136294,32.83764778,63.53901678
1052,0.3,3,4,4,30,15,10,19.12249291,101.8328711,113.34881,80.87750709,3.852063962,0.027144701,96.85899746,0.136716557,127.8115774,29.48827757,96.70377075
1053,0.4,3,4,4,30,15,10,25.53092049,103.0312364,85.0088698,74.46907951,5.493544479,0.027149716,138.1610837,0.139237706,183.3154236,74.86153108,138.8415489
1054,0.2,4,4,4,30,15,10,11.62130873,91.98213498,167.2077166,88.37869127,2.070387048,0.0252448,48.12573198,0.112476603,63.92411209,28.63628248,57.07082296
1055,0.3,4,4,4,30,15,10,17.40127574,92.2042588,111.6549802,82.59872426,3.357011384,0.02500903,77.2415768,0.151666021,104.9928112,45.17489555,85.39734992
1056,0.4,4,4,4,30,15,10,23.19018452,91.78345826,83.53432284,76.80981548,4.751788118,0.024945251,109.0309693,0.163033851,150.4639574,63.08594828,117.8896972
1057,0.2,3,3,3,60,15,10,15.42573599,121.6427965,166.1794225,84.57426401,3.053796226,0.024866158,69.82858753,0.168053611,103.4692756,34.73299748,85.58855353
1058,0.3,3,3,3,60,15,10,23.19532766,120.619889,110.4092633,76.80467234,4.98813909,0.025034582,114.8996967,0.19337163,167.3847958,71.17694904,140.415621
1059,0.4,3,3,3,60,15,10,30.96157055,119.7861702,81.76184813,69.03842945,7.000634066,0.025395536,163.7835838,0.152817599,240.4353208,56.64929305,199.4808009
1060,0.2,4,3,3,60,15,10,14.04484116,112.2692744,169.7442788,85.95515884,2.363497011,0.02713322,59.40228932,0.120202994,97.12725368,33.80318347,66.81208266
1061,0.3,4,3,3,60,15,10,21.06075226,111.9219971,112.5720012,78.93924774,4.287909998,0.025385325,100.2741706,0.124063857,150.5212709,57.47375571,109.8360057
1062,0.4,4,3,3,60,15,10,28.1228166,111.2343363,83.17988116,71.8771834,5.066334967,0.03356508,159.9192666,0.110076443,203.1940765,81.55128814,158.5084118
1063,0.2,3,4,3,60,15,10,14.01423734,111.858088,169.587706,85.98576266,2.798282814,0.026321221,68.05765372,0.115179276,90.07036783,39.20218482,75.00260129
1064,0.3,3,4,3,60,15,10,21.0622475,112.1753672,111.9905348,78.9377525,4.523369468,0.026399067,110.3659963,0.160759735,150.1190785,62.75120207,117.8988577
1065,0.4,3,4,3,60,15,10,28.10382738,110.8364868,83.66831211,71.89617262,6.406458328,0.026585602,157.5066367,0.16460859,215.5512339,65.66861599,162.4046473
1066,0.2,4,4,3,60,15,10,12.76459427,103.2455307,169.7013366,87.23540573,2.131489173,0.029725692,59.09701227,0.129273788,76.20189773,32.78234245,62.33927804
1067,0.3,4,4,3,60,15,10,19.14803442,102.3172744,112.5853372,80.85196558,3.455724145,0.029441655,94.83078881,0.18381807,126.6399046,53.36603242,101.8911751
1068,0.4,4,4,3,60,15,10,25.55724087,102.776182,84.30097864,74.44275913,4.88840932,0.029225531,133.0895401,0.182529608,182.2791664,74.86203358,141.8228288
1069,0.2,3,3,4,60,15,10,14.04032954,112.9733526,170.6303941,85.95967046,2.438675863,0.02330367,51.95274511,0.175571442,82.25491621,35.97992743,71.47745109
1070,0.3,3,3,4,60,15,10,21.10525191,112.1211482,112.7182342,78.89474809,4.180210396,0.02554937,98.4413214,0.151673762,136.6182768,59.04018271,116.4224187
1071,0.4,3,3,4,60,15,10,28.16724284,111.4256787,83.78957781,71.83275716,5.720203111,0.023804591,124.7266893,0.140287209,198.9215565,83.03969402,163.4009535
1072,0.2,4,3,4,60,15,10,12.77301588,101.3264365,171.5609037,87.22698412,1.961015776,0.026851792,48.73475613,0.160582097,66.7695649,30.8844205,63.01975354
1073,0.3,4,3,4,60,15,10,19.16043359,102.5697696,113.2841381,80.83956641,3.173585651,0.026530817,77.85064751,0.155514828,108.8200932,49.82439475,101.2681183
1074,0.4,4,3,4,60,15,10,25.55637929,101.1247049,84.34362543,74.44362071,4.475410916,0.026289596,108.7059218,0.155526606,155.4448215,69.91741742,141.5982849
1075,0.2,3,4,4,60,15,10,12.75726536,102.7855177,170.250241,87.24273464,2.340252218,0.02781984,60.4249386,0.116390626,77.41003774,32.50754917,63.05572174
1076,0.3,3,4,4,60,15,10,19.13840361,101.7355211,112.7890072,80.86159639,3.816792239,0.028416591,100.8266385,0.078503799,128.9184743,53.46614773,100.5133936
1077,0.4,3,4,4,60,15,10,25.50287329,102.8851864,83.876493,74.49712671,5.489688778,0.027164561,138.1456088,0.117737103,185.0202606,73.39563329,135.7611513
1078,0.2,4,4,4,60,15,10,11.60336061,90.84223872,167.129601,88.39663939,2.066216655,0.025236079,48.0107736,0.135223897,63.8908941,28.51723206,56.91193882
1079,0.3,4,4,4,60,15,10,17.3935286,92.02379126,111.2981039,82.6064714,3.355451279,0.025047164,77.33363541,0.168085543,104.9159752,45.1290973,85.50156074
1080,0.4,4,4,4,60,15,10,23.16984987,91.50924554,83.52995497,76.83015013,4.754732242,0.024922807,108.9918088,0.160499859,150.7992786,63.1086315,117.9795918
1081,0.2,3,3,3,0,20,10,15.35865687,160.9555967,166.4844282,84.64134313,4.095149705,0.021910555,81.53670208,0.160736251,117.4772773,42.53837342,89.23699524
1082,0.3,3,3,3,0,20,10,23.0810287,159.8758169,110.8107895,76.9189713,6.098600536,0.021745627,120.4206915,0.110630822,181.4879816,70.18996836,143.8762207
1083,0.4,3,3,3,0,20,10,30.78380582,159.3117057,82.2500419,69.21619418,8.21333278,0.021743349,162.1586982,0.11076808,251.8856348,98.45606889,209.6341326
1084,0.2,4,3,3,0,20,10,13.98188872,149.9401519,170.2091393,86.01811128,2.775948422,0.02093363,52.55877993,0.195128059,109.0825847,35.81981009,74.76409553
1085,0.3,4,3,3,0,20,10,20.9587547,148.4171033,112.7825233,79.0412453,4.875452339,0.022096347,97.97878117,0.172403264,140.2416096,56.38917454,116.8931291
1086,0.4,4,3,3,0,20,10,27.97817613,148.7922188,83.86827388,72.02182387,5.748147609,0.022341315,116.9248807,0.192437887,196.6685334,77.29497259,162.1258348
1087,0.2,3,4,3,0,20,10,13.97359055,149.9777558,169.9444435,86.02640945,2.883215221,0.022667141,59.58781564,0.198840857,80.89918788,35.93731538,73.41549114
1088,0.3,3,4,3,0,20,10,20.99800209,149.0486741,112.2644066,79.00199791,4.524396559,0.022533253,92.900577,0.120766342,124.5076867,56.85459432,117.4160986
1089,0.4,3,4,3,0,20,10,28.03160714,147.2417698,83.42184419,71.96839286,6.153824984,0.022764544,127.7813722,0.127056265,172.9675798,79.37870597,167.0454163
1090,0.2,4,4,3,0,20,10,12.73689668,135.7636191,171.3762474,87.26310332,2.14025611,0.022592984,44.07425887,0.199868906,60.33622158,27.59518448,58.33547205
1091,0.3,4,4,3,0,20,10,19.13950658,135.6008112,113.3642598,80.86049342,3.310205537,0.022540305,67.99262979,0.144599676,94.89194705,43.93930002,93.37494547
1092,0.4,4,4,3,0,20,10,25.48213277,135.5612575,85.0216821,74.51786723,4.612568794,0.022701536,95.48725748,0.18231895,133.3504194,61.86076825,132.4610039
1093,0.2,3,3,4,0,20,10,13.95398589,149.0874932,170.3635331,86.04601411,4.736385923,0.022745638,98.25934939,0.143938875,116.691894,39.28977254,67.76997399
1094,0.3,3,3,4,0,20,10,21.03380459,148.6908263,112.4893509,78.96619541,6.958831772,0.02154407,136.0038922,0.189547813,177.9870869,70.93041873,125.7189879
1095,0.4,3,3,4,0,20,10,28.05235152,147.0510406,83.51996596,71.94764848,9.155089876,0.022683105,189.3556853,0.17008419,281.9111312,72.6419826,204.369456
1096,0.2,4,3,4,0,20,10,12.72353837,135.3559143,169.8568899,87.27646163,3.441336529,0.023115964,72.66713802,0.159733725,90.1851978,39.40898132,77.2634147
1097,0.3,4,3,4,0,20,10,19.11129599,135.6026506,112.5647039,80.88870401,5.378338583,0.022690639,111.2812629,0.154699707,139.1126655,62.97057005,132.6709448
1098,0.4,4,3,4,0,20,10,25.5265033,134.9913436,83.69365008,74.4734967,7.389676534,0.022408243,150.8103176,0.123274231,190.6485772,81.87525428,157.8941448
1099,0.2,3,4,4,0,20,10,12.75125186,135.1047292,170.4901469,87.24874814,3.429455115,0.023113151,72.40660326,0.133319032,90.39330758,39.74441367,78.11413969
1100,0.3,3,4,4,0,20,10,19.16888466,136.931338,112.8532125,80.83111534,5.376347999,0.022659093,111.0704753,0.094324005,138.2269601,61.34060126,125.4699943
1101,0.4,3,4,4,0,20,10,25.51224333,134.8936982,84.08389657,74.48775667,7.399386309,0.022392445,150.8915749,0.125763178,190.8005113,81.8573609,159.6244468
1102,0.2,4,4,4,0,20,10,11.56092051,121.4619151,167.4593496,88.43907949,2.755170294,0.0227424,57.14884352,0.134542871,71.21315197,30.51668548,61.5665131
1103,0.3,4,4,4,0,20,10,17.37500873,122.4993213,111.1862777,82.62499127,4.276187523,0.022511633,87.71159087,0.198668098,109.2234937,47.83797183,98.90630622
1104,0.4,4,4,4,0,20,10,23.19670709,121.6377521,82.99113937,76.80329291,5.824833175,0.022361388,118.6016904,0.121979046,147.4826738,64.74568767,126.9742621
1105,0.2,3,3,3,30,20,10,15.4381538,159.6783865,166.9173841,84.5618462,2.686265883,0.033662833,85.05478851,0.185528839,118.1986111,44.08138018,86.67639644
1106,0.3,3,3,3,30,20,10,23.17980051,159.7812212,110.1068185,76.82019949,4.980516748,0.024477731,111.9507134,0.151422715,187.0052857,69.4577253,138.8921122
1107,0.4,3,3,3,30,20,10,30.93439747,157.5741362,81.6943591,69.06560253,6.426135115,0.024409761,144.0081519,0.127428794,248.1541344,94.0235754,192.2803093
1108,0.2,4,3,3,30,20,10,14.0070822,149.1661185,170.3378733,85.9929178,2.288836604,0.030845229,66.02201633,0.158973205,92.10620139,37.26567867,74.354807
1109,0.3,4,3,3,30,20,10,21.11172141,149.6893419,111.793603,78.88827859,4.074358288,0.026004212,97.80176021,0.123647928,146.2722013,59.02467357,118.263483
1110,0.4,4,3,3,30,20,10,28.10599767,147.8151303,83.34706369,71.89400233,5.670825226,0.025889833,135.4750655,0.132475877,208.1811408,83.60514897,169.6018099
1111,0.2,3,4,3,30,20,10,14.03668749,148.874379,170.3760845,85.96331251,2.312180992,0.034485476,75.11229912,0.179008126,91.73323568,34.6954718,65.82794641
1112,0.3,3,4,3,30,20,10,21.0846096,149.0994511,112.1534241,78.9153904,4.377021593,0.024325316,97.71839078,0.172590351,173.5193353,59.36918447,113.4332497
1113,0.4,3,4,3,30,20,10,28.09317975,149.7102802,83.76177613,71.90682025,6.197956572,0.023496398,133.2337443,0.152490973,228.5160255,80.40704194,155.5787368
1114,0.2,4,4,3,30,20,10,12.72585683,135.4298583,170.5224297,87.27414317,1.990825483,0.028435386,52.62824009,0.122280836,66.08221399,30.56491892,62.06390011
1115,0.3,4,4,3,30,20,10,19.15059124,135.8441919,112.953281,80.84940876,3.263495503,0.027423955,82.97096333,0.144974649,108.4220513,49.53690788,101.2330937
1116,0.4,4,4,3,30,20,10,25.61892504,135.2990398,84.06792425,74.38107496,4.659146777,0.026742599,115.2793985,0.158841455,154.9856411,69.30198761,140.0639103
1117,0.2,3,3,4,30,20,10,14.021037,149.4119796,170.5871354,85.978963,2.998811683,0.026786315,74.3294918,0.12995944,106.0573457,36.5937596,68.58669929
1118,0.3,3,3,4,30,20,10,21.00307331,149.5834434,112.9225126,78.99692669,5.130248208,0.025704831,121.6116651,0.175521231,188.2295624,57.68732334,102.9797651
1119,0.4,3,3,4,30,20,10,28.0417158,146.9367623,83.76102634,71.9582842,6.159571708,0.030709664,176.8392324,0.160245728,258.9873703,75.16511614,128.0404357
1120,0.2,4,3,4,30,20,10,12.74451724,136.760935,171.9581528,87.25548276,2.470583964,0.025924556,59.10762396,0.157668018,81.73658196,31.70153882,60.63278017
1121,0.3,4,3,4,30,20,10,19.1325157,137.2634352,113.3326151,80.8674843,3.611317209,0.033054453,112.1474808,0.116092658,142.125069,52.77858398,101.3515224
1122,0.4,4,3,4,30,20,10,25.51824798,136.1654768,84.28587428,74.48175202,5.897302569,0.024754889,134.1924656,0.118555653,195.6740457,44.82079081,151.0311719
1123,0.2,3,4,4,30,20,10,12.72122975,135.2934031,171.0072675,87.27877025,2.695210943,0.025017468,62.03693138,0.11720078,77.31300841,33.05968241,63.82427399
1124,0.3,3,4,4,30,20,10,19.09907535,135.8282268,113.1414341,80.90092465,4.444538192,0.024300002,99.11321191,0.134843993,128.8364326,49.58592057,98.75326152
1125,0.4,3,4,4,30,20,10,25.46806715,134.334676,84.60317617,74.53193285,6.416997266,0.023876939,140.3842562,0.15374763,186.1128715,69.43884054,124.6449136
1126,0.2,4,4,4,30,20,10,11.61591748,122.5963856,166.6557664,88.38408252,2.027605417,0.027470594,51.64431438,0.148909187,64.35408332,28.22194323,53.89242493
1127,0.3,4,4,4,30,20,10,17.36290373,122.5131914,111.810038,82.63709627,3.325930466,0.026515418,81.53657461,0.165312123,106.1799003,45.09898764,85.76887934
1128,0.4,4,4,4,30,20,10,23.20324429,121.8817213,83.45787646,76.79675571,4.746395095,0.025887738,113.3806426,0.188024616,152.6780045,62.31697265,119.0235931
1129,0.2,3,3,3,60,20,10,15.43207222,160.8973356,167.031344,84.56792778,3.11488154,0.02483128,71.11673108,0.141341114,120.8103192,42.59746222,82.98797195
1130,0.3,3,3,3,60,20,10,23.2095199,160.1812645,110.415388,76.7904801,5.658607777,0.025282771,131.7480717,0.157805729,195.2928249,67.44795371,134.6887432
1131,0.4,3,3,3,60,20,10,30.92365872,159.6135355,81.69569128,69.07634128,7.430013309,0.024201536,164.9577057,0.155218363,287.0817919,88.95688982,180.1778458
1132,0.2,4,3,3,60,20,10,14.06017519,149.0487847,169.2931693,85.93982481,2.492492716,0.027604852,63.81990647,0.179166675,84.38098781,37.64130954,75.65087535
1133,0.3,4,3,3,60,20,10,21.07657814,149.5199624,112.1090783,78.92342186,4.057851892,0.026829655,100.7550616,0.198100209,137.9967162,60.57621004,123.3557137
1134,0.4,4,3,3,60,20,10,28.14958711,148.2308397,83.70010845,71.85041289,5.763152067,0.026182642,139.3682419,0.199351501,197.002284,84.30711875,166.3731366
1135,0.2,3,4,3,60,20,10,14.00575481,149.2738894,170.4795335,85.99424519,2.903072499,0.025649881,68.65731778,0.140056562,91.78040595,28.62167381,74.86773233
1136,0.3,3,4,3,60,20,10,21.05259414,149.212447,112.8530666,78.94740586,4.774199018,0.025313417,111.3028949,0.167813694,153.0223633,63.72043419,120.721834
1137,0.4,3,4,3,60,20,10,28.1022865,147.4150227,83.94112979,71.8977135,6.935087939,0.024771526,157.9225365,0.16526897,222.4243342,87.90871518,163.7613543
1138,0.2,4,4,3,60,20,10,12.74479711,134.7804838,170.5105646,87.25520289,2.397874339,0.026838419,59.55940803,0.152626598,77.54409594,32.94241946,63.18614892
1139,0.3,4,4,3,60,20,10,19.1322677,137.3067238,113.0058831,80.8677323,4.015123363,0.025614132,94.81365149,0.187949157,128.4425195,52.96058742,101.7956912
1140,0.4,4,4,3,60,20,10,25.58572571,135.0953116,84.04408988,74.41427429,5.745241979,0.025239863,133.5186372,0.181640434,185.9644258,70.30563244,138.9400483
