num,Code,Thickness (mm),xCell,yCell,zCell,Angle (°),Height (mm),Radius (mm),RD,SA (cm^2),SA/VR (1/cm),Porosity,Elastic Modulus (GPa),Yield Strain (-),Yield Stress (MPa),Ultimate Strain (-),Ultimate Stress (MPa),Energy Absorption (MJ/m^3),Plateau Stress (MPa)
30,S,0.4,4,3,3,30,8,2.5,31.48924597,5.236230953,103.737156,68.51075403,5.881672124,0.027056942,147.3767192,0.165883392,241.2144425,114.7061027,239.9579588
31,S,0.2,3,4,3,30,8,2.5,15.79229155,5.063578127,207.0820173,84.20770845,3.30305242,0.024602206,74.65627202,0.143095315,107.7204889,52.62586326,107.3772676
32,S,0.3,3,4,3,30,8,2.5,23.7174616,5.156047192,137.4489512,76.2825384,5.400665905,0.024493181,121.4781583,0.145631239,178.2335377,85.80858308,172.5487626
33,S,0.4,3,4,3,30,8,2.5,31.71435353,5.230119222,103.3740502,68.28564647,7.642978184,0.024352143,170.8369408,0.155759916,254.3596775,119.4435256,238.9463418
34,S,0.2,4,4,3,30,8,2.5,14.27192666,4.674902665,207.8906777,85.72807334,2.426511184,0.025218306,56.33948008,0.192384332,81.13188373,38.65680246,79.29542703
35,S,0.3,4,4,3,30,8,2.5,21.38574556,4.695250595,138.1599883,78.61425444,4.016348281,0.024872571,91.86421113,0.198718548,135.6440367,63.11994237,131.2495721
36,S,0.4,4,4,3,30,8,2.5,28.52080072,4.725606264,104.3840342,71.47919928,5.717736678,0.024757629,130.1221279,0.163274065,195.3823218,88.87511918,180.0757725
37,S,0.2,3,3,4,30,8,2.5,16.00067407,5.226262201,210.3336715,83.99932593,3.393384869,0.026898106,84.48885732,0.164957672,117.772194,54.81415161,113.023426
38,S,0.3,3,3,4,30,8,2.5,24.05556617,5.213058949,138.2715701,75.94443383,5.532559253,0.026399336,134.9907705,0.120542772,189.1549661,88.87351935,184.4166755
39,S,0.4,3,3,4,30,8,2.5,32.12766743,5.29079633,103.8348178,67.87233257,7.788390757,0.026257507,188.9269404,0.145922512,265.1062003,123.4620232,257.5366829
40,S,0.2,4,3,4,30,8,2.5,14.18425507,4.616749462,210.97615,85.81574493,2.749842348,0.025370475,64.26512082,0.12676926,87.32921989,43.98435509,90.42745502
41,S,0.3,4,3,4,30,8,2.5,21.27635421,4.58955863,139.0242465,78.72364579,4.449972904,0.025553719,104.8134131,0.163479388,147.4475309,72.01750819,144.2721932
42,S,0.4,4,3,4,30,8,2.5,28.47856727,4.77229918,104.4004196,71.52143273,6.230883025,0.025541314,146.6831716,0.134347796,208.4026115,101.194531,214.1101552
43,S,0.2,3,4,4,30,8,2.5,14.34222242,4.685162897,208.2130019,85.65777758,3.357844743,0.02480203,76.56567764,0.146916002,102.4022022,47.43556732,92.52071907
44,S,0.3,3,4,4,30,8,2.5,21.55310948,4.667939615,138.4572008,78.44689052,5.499637254,0.024381083,123.0878351,0.144380927,170.3689327,76.48589802,146.7142157
45,S,0.4,3,4,4,30,8,2.5,28.8143008,4.825647852,104.4980117,71.1856992,7.703383175,0.02433883,172.0845699,0.150715858,242.538949,105.4867384,209.374182
46,S,0.2,4,4,4,30,8,2.5,12.86498261,4.151246214,207.2136631,87.13501739,2.709978344,0.023688008,58.77403167,0.120098531,77.20501508,37.57360922,77.88227599
47,S,0.3,4,4,4,30,8,2.5,19.33477211,4.187921658,137.351757,80.66522789,4.429507442,0.023354289,94.58898176,0.132733583,129.4591265,60.16487981,122.3317824
48,S,0.4,4,4,4,30,8,2.5,25.79520282,4.257535658,103.8330058,74.20479718,6.258071021,0.023344537,133.5756259,0.130210266,186.1278293,85.43218474,171.7604244
49,S,0.2,3,3,3,60,8,2.5,17.4990717,5.613412345,205.7926588,82.5009283,3.618344735,0.025440676,84.81644732,0.196127474,127.813888,60.94173558,125.4942904
50,S,0.3,3,3,3,60,8,2.5,26.31843278,5.64161964,135.7495201,73.68156722,5.961800104,0.025065589,137.5124326,0.199925289,210.6598636,100.8542304,211.06505
51,S,0.4,3,3,3,60,8,2.5,35.07461152,5.654502168,101.6244806,64.92538848,8.421307588,0.025024367,193.8952728,0.182202011,299.4036253,142.273575,304.4175879
52,S,0.2,4,3,3,60,8,2.5,15.67181492,5.171140451,211.3594396,84.32818508,2.785348894,0.025367017,65.08529628,0.194791496,95.45573235,47.11197808,96.37506174
53,S,0.3,4,3,3,60,8,2.5,23.51412906,5.266591263,139.8292283,76.48587094,4.610027948,0.025199675,106.951152,0.185939997,161.8618656,79.59113128,165.6014431
54,S,0.4,4,3,3,60,8,2.5,31.371523,5.343976699,105.3161474,68.628477,6.634261102,0.025009135,152.6486086,0.199840561,234.4273263,114.5528128,242.3078968
55,S,0.2,3,4,3,60,8,2.5,15.67343293,5.075901622,208.422248,84.32656707,3.952360378,0.024536151,89.07098885,0.137910202,114.6486199,54.64395829,112.7034483
56,S,0.3,3,4,3,60,8,2.5,23.55275537,5.165257438,138.3906453,76.44724463,6.431134514,0.024265889,143.1949304,0.10754811,191.4370587,90.85019395,184.4547121
57,S,0.4,3,4,3,60,8,2.5,31.4921489,5.213476424,103.8821046,68.5078511,9.041025107,0.024250867,201.1706489,0.126536757,274.3278351,126.8833273,261.6829993
58,S,0.2,4,4,3,60,8,2.5,14.0367262,4.574095699,211.2775932,85.9632738,2.799927435,0.025485944,65.75893969,0.11141707,84.89172611,42.14342463,86.64224027
59,S,0.3,4,4,3,60,8,2.5,21.07235887,4.686091292,140.5958463,78.92764113,4.634887725,0.025045481,106.8132152,0.111415118,144.8787313,70.49981439,144.7627735
60,S,0.4,4,4,3,60,8,2.5,28.2151284,4.771789262,105.8793886,71.7848716,6.589484783,0.024796352,150.2162175,0.115205087,208.9766103,100.9421979,210.2863724
61,S,0.2,3,3,4,60,8,2.5,15.95624846,5.164210361,208.6807118,84.04375154,3.297313893,0.024296535,73.5186753,0.125231564,100.2730831,48.07244988,99.81725571
62,S,0.3,3,3,4,60,8,2.5,23.9493195,5.26355929,137.4853021,76.0506805,5.414153592,0.024030837,119.2783343,0.184684783,166.6545499,80.7622069,166.5370062
63,S,0.4,3,3,4,60,8,2.5,32.00695832,5.212485502,102.8753728,67.99304168,7.670887469,0.024146924,169.8865612,0.19606185,241.3256199,114.8653847,237.589091
64,S,0.2,4,3,4,60,8,2.5,14.03807853,4.526016305,210.9775057,85.96192147,2.236444061,0.025802865,53.23377541,0.091152012,73.57663558,31.18427976,59.31774291
65,S,0.3,4,3,4,60,8,2.5,21.06104553,4.653401584,138.9476086,78.93895447,3.750351811,0.025618993,88.57953435,0.115205362,127.1433748,53.14761244,104.5094339
66,S,0.4,4,3,4,60,8,2.5,28.14236766,4.653293246,104.4806356,71.85763234,5.393135877,0.02541153,126.2615619,0.145596951,188.8294755,80.06595978,160.1726091
67,S,0.2,3,4,4,60,8,2.5,14.58766044,4.802609562,207.8399825,85.41233956,3.017262602,0.026219654,73.07705499,0.11143779,96.07180608,44.59472886,89.93511645
68,S,0.3,3,4,4,60,8,2.5,21.89309727,4.76492746,137.9090491,78.10690273,4.963367083,0.025855544,118.4038214,0.131666809,161.4072576,73.76255147,146.1070888
69,S,0.4,3,4,4,60,8,2.5,29.24042889,4.80377504,104.0259512,70.75957111,7.018140448,0.025669704,166.1173048,0.198769405,233.0108352,104.5035823,210.9578436
70,S,0.2,4,4,4,60,8,2.5,12.86424965,4.085348005,207.242576,87.13575035,2.509190425,0.02466209,56.86349979,0.093699209,72.77179095,32.74682427,63.3959278
71,S,0.3,4,4,4,60,8,2.5,19.33506055,4.233441186,136.9686858,80.66493945,4.180315266,0.024311242,93.26802578,0.115222432,124.7323629,56.0543791,105.7733824
72,S,0.4,4,4,4,60,8,2.5,25.8077724,4.223404425,103.243042,74.1922276,5.957642244,0.024364441,133.2393412,0.149413317,183.8388478,79.70301057,150.865234
73,S,0.2,3,3,3,0,10,2.5,17.25030259,6.911394167,206.6687522,82.74969741,3.438617815,0.027365407,87.22194095,0.179702604,127.0602289,58.17670481,122.8972078
74,S,0.3,3,3,3,0,10,2.5,25.94516466,6.982494544,136.0513404,74.05483534,5.695472621,0.026653514,140.4134151,0.153127491,209.7705672,97.05863624,204.850733
75,S,0.4,3,3,3,0,10,2.5,34.65934316,7.081630264,102.0280392,65.34065684,8.113428853,0.02642572,198.1763442,0.169586039,304.2708634,137.332291,282.4073918
76,S,0.2,4,3,3,0,10,2.5,15.40631283,6.345656326,211.9083108,84.59368717,2.884611374,0.023832833,62.97923929,0.14117285,93.05286926,44.23039844,90.06836351
77,S,0.3,4,3,3,0,10,2.5,23.11270568,6.4079813,139.7143688,76.88729432,4.768900641,0.023804747,103.984674,0.146208763,156.7268983,73.05590955,147.6799588
78,S,0.4,4,3,3,0,10,2.5,30.89327278,6.490239288,105.2160734,69.10672722,6.809908117,0.023657156,147.4832406,0.175215352,224.5347843,105.511906,217.6536181
79,S,0.2,3,4,3,0,10,2.5,15.63647263,6.336888916,209.6297766,84.36352737,3.368106924,0.024437149,75.570717,0.179058909,108.0608534,48.20511326,100.5655114
80,S,0.3,3,4,3,0,10,2.5,23.46881601,6.402578424,137.7725709,76.53118399,5.56529649,0.024128821,123.1534495,0.156349921,181.9095562,82.60644677,173.1982771
81,S,0.4,3,4,3,0,10,2.5,31.36714147,6.408450209,103.371104,68.63285853,7.874593717,0.024151171,174.4314705,0.18786931,258.2511773,116.1311775,246.9233202
82,S,0.2,4,4,3,0,10,2.5,13.89930193,5.824478914,214.6566278,86.10069807,2.37101649,0.024033394,52.24154156,0.109655786,74.73059288,35.18468857,68.84261437
83,S,0.3,4,4,3,0,10,2.5,20.86094836,5.762865847,141.1149619,79.13905164,3.921116079,0.024116882,86.72285968,0.141173172,126.9192788,57.96139228,113.4316278
84,S,0.4,4,4,3,0,10,2.5,27.8497217,6.002908275,105.9334655,72.1502783,5.632270998,0.023701458,122.2284913,0.141184211,185.2932277,83.44236114,172.1781443
85,S,0.2,3,3,4,0,10,2.5,15.81316646,6.401670451,208.2094839,84.18683354,3.968339106,0.02440562,88.91309667,0.113916564,124.3455596,52.47664332,103.9265927
86,S,0.3,3,3,4,0,10,2.5,23.77339225,6.471243205,137.4029881,76.22660775,6.4328977,0.024627756,145.5620371,0.145525956,209.2623465,88.74515451,173.9795066
87,S,0.4,3,3,4,0,10,2.5,31.77694656,6.523471085,103.5069098,68.22305344,9.029565613,0.024752623,205.4462992,0.150570631,299.7463087,126.6918297,243.3571225
88,S,0.2,4,3,4,0,10,2.5,14.10366312,5.736943339,210.5816479,85.89633688,2.79130381,0.026561708,68.55918952,0.117694819,95.03785345,42.06910467,83.41212786
89,S,0.3,4,3,4,0,10,2.5,21.21406897,5.846551439,138.7008789,78.78593103,4.540991661,0.025694946,107.598553,0.134147048,158.9976941,68.85370833,137.1487293
90,S,0.4,4,3,4,0,10,2.5,28.37310293,5.912631651,104.6673501,71.62689707,6.337724525,0.026225853,153.536784,0.139207256,227.087056,97.79683909,196.4229314
91,S,0.2,3,4,4,0,10,2.5,14.33123505,5.89794961,210.1227814,85.66876495,3.741389388,0.02383541,81.69476952,0.112278748,107.821101,46.15967565,93.84373114
92,S,0.3,3,4,4,0,10,2.5,21.5575516,5.892659818,137.8598293,78.4424484,6.061946992,0.023975515,133.2144089,0.156424618,184.2962913,80.48009469,155.7156928
93,S,0.4,3,4,4,0,10,2.5,28.73615953,5.94752254,103.8690651,71.26384047,8.530724028,0.024013197,187.7885054,0.147597218,263.1358339,112.3805066,219.4990507
94,S,0.2,4,4,4,0,10,2.5,12.77102062,5.159074638,209.8943101,87.22897938,2.663702518,0.02337264,56.9303543,0.088256609,75.28207541,33.35522306,66.46701275
95,S,0.3,4,4,4,0,10,2.5,19.08848573,5.213184972,139.0550476,80.91151427,4.348260541,0.023236193,92.34050084,0.128607559,128.5584961,57.9230585,115.0863371
96,S,0.4,4,4,4,0,10,2.5,25.54511558,5.297388449,104.8854111,74.45488442,6.157419226,0.023566906,132.7964846,0.139944267,189.7507919,83.21188071,168.5680202
97,S,0.2,3,3,3,30,10,2.5,17.4581444,7.019472452,205.5761362,82.5418556,4.092304232,0.024175916,90.75059475,0.165399814,126.4864025,60.97543257,131.3177211
98,S,0.3,3,3,3,30,10,2.5,26.2202352,7.05728651,135.7157846,73.7797648,6.613748173,0.024120604,146.3001019,0.16034348,206.1490021,98.969081,210.4701363
99,S,0.4,3,3,3,30,10,2.5,35.08702,7.044112369,101.1464684,64.91298,9.275753209,0.024155882,205.5124917,0.130046129,290.8262104,139.5641456,297.0459158
100,S,0.2,4,3,3,30,10,2.5,15.66725394,6.332448878,208.4924406,84.33274606,2.982034892,0.024104076,65.91512639,0.132539868,95.42061679,46.87668709,96.63254984
101,S,0.3,4,3,3,30,10,2.5,23.49444378,6.394023054,137.7975532,76.50555622,4.894614976,0.023855537,106.9744378,0.142585814,159.418554,78.24595359,162.0799083
102,S,0.4,4,3,3,30,10,2.5,31.38373017,6.473670227,103.4832104,68.61626983,6.891361293,0.02312356,145.570081,0.160283828,230.6688151,107.2634372,222.8362566
103,S,0.2,3,4,3,30,10,2.5,15.85226126,6.321322158,205.8931468,84.14773874,3.341494137,0.024505589,75.20229262,0.130174947,103.1232152,50.21231864,106.3969172
104,S,0.3,3,4,3,30,10,2.5,23.80234501,6.493269333,136.3402769,76.19765499,5.543023035,0.024202394,123.0683839,0.132713914,172.6212204,80.82734917,170.1952488
105,S,0.4,3,4,3,30,10,2.5,31.79917125,6.46754214,102.6068242,68.20082875,7.720978889,0.024362757,172.6623779,0.137773049,248.7328353,114.9673919,238.8099737
106,S,0.2,4,4,3,30,10,2.5,14.19149779,5.757311144,208.590924,85.80850221,2.532438393,0.0244068,56.74383942,0.141460109,81.06155426,38.2092716,77.75061896
107,S,0.3,4,4,3,30,10,2.5,21.32233396,5.907105092,138.2947837,78.67766604,4.142908305,0.024404941,92.82161721,0.179334879,137.9026491,64.2790989,131.1867932
108,S,0.4,4,4,3,30,10,2.5,28.456587,5.884799676,103.944073,71.543413,5.897429738,0.024175758,130.7799768,0.193217564,194.3331385,90.17882273,184.5664855
109,S,0.2,3,3,4,30,10,2.5,15.97757336,6.469573187,208.9824312,84.02242664,3.919880578,0.023909065,85.88091711,0.173003483,115.0861359,52.01606694,105.8004918
110,S,0.3,3,3,4,30,10,2.5,24.01353391,6.492273901,137.2831753,75.98646609,6.302754454,0.023857064,137.7597058,0.185626829,190.7589643,85.2922484,177.2047915
111,S,0.4,3,3,4,30,10,2.5,32.05921069,6.579116053,102.7617602,67.94078931,8.824892905,0.023832938,192.6733429,0.183111119,272.5190929,123.3329577,255.1845993
112,S,0.2,4,3,4,30,10,2.5,14.19702241,5.745559073,210.8232076,85.80297759,2.902707859,0.024245784,64.57301274,0.09087348,86.53929104,41.28135303,84.28795332
113,S,0.3,4,3,4,30,10,2.5,21.32829395,5.845783585,138.0424082,78.67170605,4.754358668,0.024084681,104.998494,0.189347851,148.9562549,69.35793105,146.4434725
114,S,0.4,4,3,4,30,10,2.5,28.47827387,5.906142649,103.5504236,71.52172613,6.617428922,0.024492112,148.8399499,0.199377823,213.0772697,99.73957707,214.7014686
115,S,0.2,3,4,4,30,10,2.5,14.32756015,5.782229573,208.7218498,85.67243985,3.642043348,0.023220206,77.28490884,0.107209992,100.6105763,44.52719064,90.8421053
116,S,0.3,3,4,4,30,10,2.5,21.52658879,5.930298288,138.2171279,78.47341121,5.920349251,0.023066911,124.7234715,0.172767973,167.2478879,75.81901359,145.4927651
117,S,0.4,3,4,4,30,10,2.5,28.71826781,5.986380308,104.3100949,71.28173219,8.329337455,0.022969983,174.6660641,0.17912004,238.7660201,105.8327823,204.4040708
118,S,0.2,4,4,4,30,10,2.5,12.87600121,5.195023516,208.701022,87.12399879,2.587217666,0.024493839,58.19645717,0.090956724,74.97776455,33.60713926,70.08726589
119,S,0.3,4,4,4,30,10,2.5,19.34915553,5.215246141,137.9955771,80.65084447,4.261051426,0.024079156,94.08041709,0.112436008,125.7078782,58.01681464,119.0924794
120,S,0.4,4,4,4,30,10,2.5,25.84245392,5.364264594,103.9153494,74.15754608,6.039531905,0.024034187,133.0761777,0.174336576,180.9233712,80.86974381,161.1560442
121,S,0.2,3,3,3,60,10,2.5,17.51111658,6.913990919,204.5607202,82.48888342,3.819272424,0.025396384,89.35716351,0.130156934,122.3326463,58.75217649,120.4717376
122,S,0.3,3,3,3,60,10,2.5,26.29989156,6.997201538,134.6698816,73.70010844,6.232009414,0.024875216,142.5585628,0.152898657,206.3574174,97.35213534,201.1968129
123,S,0.4,3,3,3,60,10,2.5,35.12667825,6.946363817,100.4525074,64.87332175,8.776800866,0.024647237,198.770287,0.15669297,296.7919606,141.7377925,293.9286544
124,S,0.2,4,3,3,60,10,2.5,15.56643855,6.371131261,210.5429184,84.43356145,2.758136337,0.025999529,66.19397298,0.199657607,93.33495431,46.47293568,96.24766215
125,S,0.3,4,3,3,60,10,2.5,23.43224242,6.325846155,138.7490667,76.56775758,4.552160991,0.026057611,109.5141204,0.17817378,158.4413071,76.87338659,160.9248496
126,S,0.4,4,3,3,60,10,2.5,31.29165292,6.471243832,104.1791584,68.70834708,6.51691784,0.02572602,154.6205213,0.189545679,230.591929,112.1453299,238.5979902
127,S,0.2,3,4,3,60,10,2.5,15.93935798,6.443330449,207.6730751,84.06064202,3.672016814,0.025795826,87.37867472,0.170608532,115.3032866,54.64618987,111.4790156
128,S,0.3,3,4,3,60,10,2.5,23.94052728,6.636193105,137.7382033,76.05947272,5.997907959,0.025460304,140.7127438,0.117530787,191.4469068,87.77358843,173.4695376
129,S,0.4,3,4,3,60,10,2.5,31.96970319,6.564688287,103.3921489,68.03029681,8.439738145,0.025447773,197.8930609,0.128927898,272.9556959,122.3980589,249.1188622
130,S,0.2,4,4,3,60,10,2.5,14.24160002,5.839615026,208.9228105,85.75839998,2.968559574,0.024201719,65.90712518,0.095873868,84.45002509,40.3607224,81.07383169
131,S,0.3,4,4,3,60,10,2.5,21.37724773,5.882189818,138.8359955,78.62275227,4.867724463,0.023867636,106.4456245,0.099659103,141.6012944,68.54877151,142.2397171
132,S,0.4,4,4,3,60,10,2.5,28.50893051,5.976327857,104.8798896,71.49106949,6.932035839,0.023855658,151.5042075,0.118549418,204.2946358,100.2463642,209.8207112
133,S,0.2,3,3,4,60,10,2.5,15.90638694,6.449884919,209.1674128,84.09361306,3.100527726,0.02483151,70.7897293,0.197018039,98.6401095,47.73859403,97.10241479
134,S,0.3,3,3,4,60,10,2.5,23.88910496,6.624674356,137.6990438,76.11089504,5.155912124,0.02457623,116.4010567,0.197025967,165.3697039,79.07609766,163.9913022
135,S,0.4,3,3,4,60,10,2.5,31.9179731,6.568220686,103.272859,68.0820269,7.310103268,0.024367586,163.5093653,0.131356192,236.9206649,110.4240168,230.616531
136,S,0.2,4,3,4,60,10,2.5,14.05909676,5.76640559,210.6875311,85.94090324,2.338805221,0.025576034,55.13975058,0.197991252,73.84397142,34.35239093,71.96134463
137,S,0.3,4,3,4,60,10,2.5,21.12946475,5.747127502,138.6086148,78.87053525,3.942309102,0.025718231,93.50459676,0.166428411,124.2273064,59.24772781,123.596517
138,S,0.4,4,3,4,60,10,2.5,28.19981009,5.890960639,104.2673168,71.80018991,5.765718523,0.024746524,131.1500553,0.103379703,184.037639,85.04560237,178.2380881
139,S,0.2,3,4,4,60,10,2.5,14.52268341,5.828746096,208.4648848,85.47731659,3.102098366,0.026401432,75.69564121,0.068349516,92.79105717,43.81626547,85.69509678
140,S,0.3,3,4,4,60,10,2.5,21.79816757,5.987841241,138.257128,78.20183243,5.083113289,0.026458933,124.3275284,0.08860057,157.5343014,74.74815075,151.4613557
141,S,0.4,3,4,4,60,10,2.5,29.12423311,5.994966638,103.9224788,70.87576689,7.161831345,0.026168074,173.087671,0.118974471,228.2615156,105.4914723,214.3836514
142,S,0.2,4,4,4,60,10,2.5,12.81574461,5.149175606,206.5501386,87.18425539,2.488352864,0.025265762,57.89342606,0.122546148,69.67559884,30.75602116,62.2483344
143,S,0.3,4,4,4,60,10,2.5,19.24937898,5.210387387,136.9588599,80.75062102,4.133425254,0.025046402,95.26058042,0.133919024,118.2322882,51.78494952,105.0211305
144,S,0.4,4,4,4,60,10,2.5,25.71504015,5.270895527,103.4313895,74.28495985,5.907287791,0.024841563,134.9316835,0.083385563,173.4585585,75.87524197,156.1449035
289,S,0.2,3,3,3,0,8,5,17.53391006,21.98368655,201.3420502,82.46608994,4.644591155,0.022942094,97.26746472,0.186629921,143.2002055,64.7351422,130.5655596
290,S,0.3,3,3,3,0,8,5,26.39436706,21.93696186,130.8360725,73.60563294,7.497474127,0.022927624,156.9043209,0.179055512,234.9448714,102.8990202,207.8592858
291,S,0.4,3,3,3,0,8,5,35.27088876,21.52757831,96.80723591,64.72911124,10.52850959,0.022906781,220.1172463,0.171499029,331.0767825,143.6040007,288.7634754
292,S,0.2,4,3,3,0,8,5,15.88338649,20.38040826,205.5876741,84.11661351,3.522785598,0.023202994,74.69360099,0.181596249,110.2241457,51.21586827,103.6370797
293,S,0.3,4,3,3,0,8,5,23.85011454,20.10872717,134.8622788,76.14988546,5.736686076,0.023047574,120.7433254,0.167723924,182.4181706,83.29866805,169.2154536
294,S,0.4,4,3,3,0,8,5,31.90400993,20.16446059,100.100499,68.09599007,8.105204179,0.023075629,170.8222728,0.179042384,259.6064813,117.2136262,239.0557549
295,S,0.2,3,4,3,0,8,5,15.95632393,20.34460039,208.3322762,84.04367607,3.665230539,0.023136242,77.46919879,0.172727406,111.2120311,51.17093276,102.8544198
296,S,0.3,3,4,3,0,8,5,23.95776,20.46134426,135.7382102,76.04224,6.019391292,0.023053064,126.726631,0.177745849,186.3987645,83.96034314,169.3092586
297,S,0.4,3,4,3,0,8,5,31.99136041,20.34280941,100.8891788,68.00863959,8.550586351,0.0230342,179.8547457,0.173989624,268.6272067,118.6674599,238.5997231
298,S,0.2,4,4,3,0,8,5,14.52981801,18.44726986,206.6379764,85.47018199,2.763328071,0.023495108,59.39803657,0.173964113,85.69999041,39.73550911,80.43494463
299,S,0.3,4,4,3,0,8,5,21.77695818,18.79581654,135.4756603,78.22304182,4.59263057,0.023310513,97.87131528,0.189111397,146.668944,66.06901714,133.4241999
300,S,0.4,4,4,3,0,8,5,29.1149067,18.45448842,100.6490769,70.8850933,6.576458542,0.023229199,139.6129492,0.186585337,212.8146555,94.21945879,189.7268887
